CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
754752204,12/06/2016,13:15:00,,,02/07/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1026034,245931,40.841608376,-73.848988591,"(40.841608376, -73.848988591)"
554370114,12/06/2016,13:08:00,,,02/07/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,,,1030880,243577,40.835123081,-73.831490917,"(40.835123081, -73.831490917)"
759602865,12/06/2016,13:07:00,,,02/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,,,1030880,243577,40.835123081,-73.831490917,"(40.835123081, -73.831490917)"
464574869,12/06/2016,13:07:00,,,02/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,STREET,,,1030880,243577,40.835123081,-73.831490917,"(40.835123081, -73.831490917)"
276986760,12/06/2016,20:00:00,01/29/2017,20:50:00,01/30/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1017145,245735,40.841107999,-73.88111552,"(40.841107999, -73.88111552)"
900543785,12/06/2016,10:26:00,12/06/2016,10:30:00,01/08/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1023600,246073,40.842009305,-73.857784537,"(40.842009305, -73.857784537)"
857935063,12/06/2016,11:00:00,01/05/2017,11:40:00,01/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1032140,242004,40.830798914,-73.826948796,"(40.830798914, -73.826948796)"
811356550,12/08/2016,20:00:00,02/14/2017,22:00:00,02/16/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BETANCES I,1007217,234877,40.81133729,-73.91703348,"(40.81133729, -73.91703348)"
847158020,12/08/2016,17:00:00,12/08/2016,17:00:00,01/12/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1013296,256323,40.87018238,-73.894980315,"(40.87018238, -73.894980315)"
909451800,12/08/2016,15:30:00,01/10/2017,14:30:00,01/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1013695,250702,40.854753119,-73.893562353,"(40.854753119, -73.893562353)"
343776942,12/10/2016,08:00:00,12/10/2016,12:10:00,03/16/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1013080,240805,40.827590785,-73.895828025,"(40.827590785, -73.895828025)"
225929978,12/10/2016,16:50:00,,,03/02/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,OTHER,,,1021678,237667,40.818945624,-73.864777825,"(40.818945624, -73.864777825)"
738011589,12/10/2016,01:41:00,,,01/27/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1018606,239401,40.823717441,-73.875867762,"(40.823717441, -73.875867762)"
940301551,12/10/2016,12:54:00,12/16/2016,13:00:00,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1019909,240294,40.826163307,-73.871155076,"(40.826163307, -73.871155076)"
410645385,12/11/2016,12:00:00,,,01/11/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1025663,238897,40.822303839,-73.850372854,"(40.822303839, -73.850372854)"
592404063,12/12/2016,15:00:00,12/12/2016,15:08:00,01/25/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,BRONX,45,,TRANSIT - NYC SUBWAY,,,1029380,246584,40.843384201,-73.83689134,"(40.843384201, -73.83689134)"
515070623,12/12/2016,12:00:00,,,01/12/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,PARKING LOT/GARAGE (PRIVATE),,,1006524,244594,40.838009462,-73.919504676,"(40.838009462, -73.919504676)"
783620244,12/12/2016,23:34:00,01/04/2017,00:00:00,01/05/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,,,1034112,244033,40.836357011,-73.819807824,"(40.836357011, -73.819807824)"
331078967,12/13/2016,14:00:00,03/06/2017,18:30:00,03/07/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1005483,244497,40.837745789,-73.923267088,"(40.837745789, -73.923267088)"
940130635,12/13/2016,12:00:00,01/19/2017,18:00:00,02/16/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,PUBLIC SCHOOL,,,1023130,239141,40.822985062,-73.859523363,"(40.822985062, -73.859523363)"
392187830,12/13/2016,14:38:00,12/13/2016,14:50:00,01/09/2017,351,CRIMINAL MISCHIEF & RELATED OF,256,"MISCHIEF, CRIMINAL 4, BY FIRE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,PUBLIC SCHOOL,,,1010281,237614,40.818841089,-73.905954215,"(40.818841089, -73.905954215)"
541711080,12/14/2016,21:48:00,,,02/01/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,CLAREMONT PARKWAY-FRANKLIN AVENUE,1011847,244280,40.837132594,-73.90026901,"(40.837132594, -73.90026901)"
943990954,12/14/2016,07:00:00,01/14/2017,10:20:00,01/14/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1013667,246291,40.842646326,-73.893682921,"(40.842646326, -73.893682921)"
342687020,12/16/2016,19:10:00,12/16/2016,20:15:00,01/14/2017,351,CRIMINAL MISCHIEF & RELATED OF,256,"MISCHIEF, CRIMINAL 4, BY FIRE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1006826,250651,40.854633375,-73.918392876,"(40.854633375, -73.918392876)"
587639943,12/16/2016,16:15:00,01/14/2017,00:27:00,01/14/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,MITCHEL,1004904,234287,40.809723613,-73.925390972,"(40.809723613, -73.925390972)"
314148417,12/16/2016,11:00:00,,,01/05/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",ATTEMPTED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,PUBLIC SCHOOL,,,1017906,242176,40.831336714,-73.878383049,"(40.831336714, -73.878383049)"
308246614,12/17/2016,09:00:00,02/09/2017,17:00:00,02/26/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,49,FRONT OF,RESIDENCE-HOUSE,,,1024274,247346,40.845500285,-73.855341005,"(40.845500285, -73.855341005)"
432111889,12/17/2016,12:30:00,,,01/16/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1006853,233369,40.807199186,-73.918353502,"(40.807199186, -73.918353502)"
723907091,12/17/2016,16:37:00,01/10/2017,17:16:00,01/14/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1004558,242125,40.831237511,-73.926617142,"(40.831237511, -73.926617142)"
717393032,12/18/2016,02:10:00,12/18/2016,02:10:00,01/26/2017,126,MISCELLANEOUS PENAL LAW,640,AGGRAVATED HARASSMENT 1,COMPLETED,FELONY,DEPT OF CORRECTIONS,BRONX,41,INSIDE,OTHER,,,1016268,227533,40.791151867,-73.884371919,"(40.791151867, -73.884371919)"
618343000,12/18/2016,00:00:00,01/18/2017,14:35:00,01/18/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1021901,250217,40.853390759,-73.863901703,"(40.853390759, -73.863901703)"
668058212,12/19/2016,09:30:00,03/01/2017,14:30:00,03/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1007508,233006,40.806201152,-73.915988729,"(40.806201152, -73.915988729)"
413083510,12/19/2016,11:38:00,,,02/07/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,,,1020948,237938,40.819692504,-73.867413756,"(40.819692504, -73.867413756)"
966202420,12/19/2016,20:00:00,12/19/2016,20:47:00,01/12/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,,,1032105,236370,40.815335397,-73.82711545,"(40.815335397, -73.82711545)"
896864481,12/19/2016,08:36:00,01/08/2017,14:21:00,01/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1023600,246073,40.842009305,-73.857784537,"(40.842009305, -73.857784537)"
108859942,12/19/2016,13:00:00,12/19/2016,13:10:00,01/03/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,PUBLIC SCHOOL,,,1017701,256234,40.869922509,-73.879053693,"(40.869922509, -73.879053693)"
423348396,12/19/2016,20:47:00,,,01/02/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE-HOUSE,,,1032105,236370,40.815335397,-73.82711545,"(40.815335397, -73.82711545)"
590728141,12/20/2016,11:55:00,,,02/02/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,PUBLIC SCHOOL,,,1008224,250621,40.854547349,-73.913339444,"(40.854547349, -73.913339444)"
910627126,12/20/2016,01:00:00,01/24/2017,08:00:00,01/27/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1017495,261044,40.883125242,-73.879774651,"(40.883125242, -73.879774651)"
452270460,12/20/2016,11:20:00,,,01/25/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,PUBLIC SCHOOL,,,1029003,245581,40.840633182,-73.838260594,"(40.840633182, -73.838260594)"
322832035,12/20/2016,15:00:00,12/22/2016,17:00:00,01/12/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1022163,258767,40.876856772,-73.862906267,"(40.876856772, -73.862906267)"
455982060,12/20/2016,10:30:00,01/08/2017,09:48:00,01/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1009231,240290,40.826188981,-73.909737789,"(40.826188981, -73.909737789)"
603480025,12/20/2016,09:00:00,01/04/2017,12:00:00,01/05/2017,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1021438,252793,40.860463064,-73.865561049,"(40.860463064, -73.865561049)"
164359015,12/20/2016,11:30:00,01/04/2017,10:30:00,01/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1009025,245869,40.841502303,-73.910461522,"(40.841502303, -73.910461522)"
797902310,12/21/2016,15:09:00,03/06/2017,21:00:00,03/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1031195,256988,40.871930554,-73.830258669,"(40.871930554, -73.830258669)"
433612407,12/21/2016,14:19:00,01/11/2017,21:55:00,01/20/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1013895,261658,40.884823306,-73.892790915,"(40.884823306, -73.892790915)"
408178741,12/21/2016,18:00:00,,,01/19/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1007885,246406,40.842979335,-73.914579729,"(40.842979335, -73.914579729)"
179464468,12/21/2016,23:30:00,,,01/17/2017,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,OPPOSITE OF,STREET,,,1009476,249778,40.852230076,-73.908816848,"(40.852230076, -73.908816848)"
405948987,12/21/2016,11:30:00,12/21/2016,11:45:00,01/13/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,42,OPPOSITE OF,PARKING LOT/GARAGE (PUBLIC),,,1014600,243849,40.835940593,-73.890321938,"(40.835940593, -73.890321938)"
335772464,12/21/2016,16:30:00,,,01/05/2017,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,,STREET,,,1006071,240366,40.826405951,-73.92115554,"(40.826405951, -73.92115554)"
963111658,12/21/2016,15:00:00,,,01/05/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1004530,242729,40.832895381,-73.926716496,"(40.832895381, -73.926716496)"
669232503,12/21/2016,15:30:00,,,01/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1024456,246174,40.842282665,-73.854690223,"(40.842282665, -73.854690223)"
356769239,12/22/2016,23:15:00,,,03/10/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1005997,245969,40.841784749,-73.92140476,"(40.841784749, -73.92140476)"
472467723,12/22/2016,21:30:00,12/22/2016,21:40:00,01/22/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1011568,238869,40.822281823,-73.901299316,"(40.822281823, -73.901299316)"
117693887,12/22/2016,12:00:00,12/22/2016,20:00:00,01/18/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,RESIDENCE - APT. HOUSE,,,1022364,239004,40.822612375,-73.862291786,"(40.822612375, -73.862291786)"
728964186,12/22/2016,20:00:00,12/22/2016,20:15:00,01/16/2017,126,MISCELLANEOUS PENAL LAW,640,AGGRAVATED HARASSMENT 1,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,42,INSIDE,PUBLIC BUILDING,,,1008691,238872,40.822298485,-73.911694131,"(40.822298485, -73.911694131)"
546239726,12/22/2016,06:30:00,,,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1020218,244362,40.837327534,-73.87001676,"(40.837327534, -73.87001676)"
860653150,12/23/2016,16:30:00,12/23/2016,16:45:00,01/25/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE-HOUSE,,,1007868,249949,40.852703869,-73.914628691,"(40.852703869, -73.914628691)"
425035312,12/23/2016,13:59:00,,,01/20/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1021013,252811,40.860514249,-73.86709739,"(40.860514249, -73.86709739)"
262843793,12/23/2016,15:15:00,12/23/2016,15:30:00,01/03/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,PUBLIC SCHOOL,,,1031330,247469,40.845803081,-73.829837399,"(40.845803081, -73.829837399)"
385107813,12/23/2016,15:15:00,12/23/2016,15:30:00,01/03/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,INSIDE,PUBLIC SCHOOL,,,1031330,247469,40.845803081,-73.829837399,"(40.845803081, -73.829837399)"
593508690,12/23/2016,06:00:00,01/02/2017,14:50:00,01/02/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1016309,247659,40.846391886,-73.88412771,"(40.846391886, -73.88412771)"
301080475,12/23/2016,18:00:00,01/01/2017,19:00:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,40,OPPOSITE OF,STREET,,,1006022,238221,40.820518656,-73.921339551,"(40.820518656, -73.921339551)"
428458529,12/24/2016,07:20:00,12/24/2016,07:30:00,01/22/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE - APT. HOUSE,,,1008015,239860,40.825012109,-73.914133073,"(40.825012109, -73.914133073)"
908453009,12/24/2016,17:05:00,12/24/2016,17:10:00,01/09/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1014604,238800,40.822082527,-73.890330326,"(40.822082527, -73.890330326)"
541947984,12/24/2016,14:08:00,12/24/2016,16:05:00,01/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,,PARKSIDE,1020230,256151,40.869684753,-73.869910123,"(40.869684753, -73.869910123)"
264282580,12/24/2016,08:20:00,,,01/05/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,44,FRONT OF,RESIDENCE - PUBLIC HOUSING,,,1007174,239543,40.824144257,-73.917172879,"(40.824144257, -73.917172879)"
817573047,12/25/2016,11:35:00,,,02/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE-HOUSE,,,1024471,249049,40.850173616,-73.854618766,"(40.850173616, -73.854618766)"
852364942,12/25/2016,12:00:00,,,01/18/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1021490,236442,40.81558414,-73.865463846,"(40.81558414, -73.865463846)"
304229599,12/25/2016,16:42:00,12/25/2016,16:55:00,01/08/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,,,1009297,258482,40.876120424,-73.909431351,"(40.876120424, -73.909431351)"
576562886,12/25/2016,06:00:00,,,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,,,1026710,257490,40.873331103,-73.846472226,"(40.873331103, -73.846472226)"
786581751,12/25/2016,20:00:00,01/03/2017,09:00:00,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,47,OPPOSITE OF,STREET,,,1025486,269659,40.906736927,-73.850823093,"(40.906736927, -73.850823093)"
