CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HADEVELOPT,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
812740340,12/26/2016,09:30:00,12/26/2016,16:00:00,01/14/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,48,INSIDE,SOCIAL CLUB/POLICY,,,1013343,247698,40.8465092,-73.894847813,"(40.8465092, -73.894847813)"
976477391,12/26/2016,18:00:00,12/26/2016,18:00:00,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,48,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1017483,245763,40.841183585,-73.879893816,"(40.841183585, -73.879893816)"
749701691,12/27/2016,11:30:00,12/27/2016,11:40:00,03/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,COMMERCIAL BUILDING,,,1015011,253957,40.863682624,-73.888790284,"(40.863682624, -73.888790284)"
909954610,12/27/2016,20:00:00,02/25/2017,22:00:00,02/27/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,,STREET,,,1020336,238850,40.822198206,-73.869619968,"(40.822198206, -73.869619968)"
828331905,12/27/2016,22:30:00,01/17/2017,22:35:00,01/18/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,RESIDENCE-HOUSE,,,1014875,244467,40.837635873,-73.889325316,"(40.837635873, -73.889325316)"
543900509,12/27/2016,08:00:00,12/27/2016,09:00:00,01/12/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE - APT. HOUSE,,,1026412,258211,40.875311451,-73.847545211,"(40.875311451, -73.847545211)"
694034912,12/27/2016,22:18:00,,,01/10/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1029820,241053,40.82820097,-73.835338659,"(40.82820097, -73.835338659)"
909616062,12/27/2016,22:15:00,,,01/10/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1032091,241976,40.830722328,-73.827126059,"(40.830722328, -73.827126059)"
255449403,12/27/2016,22:15:00,,,01/07/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1032091,241976,40.830722328,-73.827126059,"(40.830722328, -73.827126059)"
741735752,12/27/2016,18:00:00,12/27/2016,19:00:00,01/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1012531,251809,40.857795307,-73.897765359,"(40.857795307, -73.897765359)"
494123698,12/28/2016,08:00:00,03/20/2017,10:00:00,03/20/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1012844,255037,40.86665418,-73.89662009,"(40.86665418, -73.89662009)"
389671787,12/28/2016,00:00:00,02/21/2017,06:00:00,02/22/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,FRONT OF,RESIDENCE - APT. HOUSE,,,1010207,241776,40.830264811,-73.906205469,"(40.830264811, -73.906205469)"
642562633,12/28/2016,11:50:00,12/28/2016,12:45:00,01/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,DEPARTMENT STORE,,,1006539,244510,40.837778868,-73.919450746,"(40.837778868, -73.919450746)"
395253847,12/28/2016,18:30:00,12/28/2016,18:35:00,01/09/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1006195,240322,40.826284877,-73.920707634,"(40.826284877, -73.920707634)"
584536488,12/28/2016,23:14:00,12/28/2016,23:16:00,01/06/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1019583,259726,40.879499633,-73.872230597,"(40.879499633, -73.872230597)"
496722087,12/28/2016,16:00:00,,,01/03/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032930,239207,40.823117641,-73.824114397,"(40.823117641, -73.824114397)"
256456980,12/29/2016,04:00:00,02/13/2017,20:37:00,02/22/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESTAURANT/DINER,,,1011263,251973,40.858249408,-73.902348526,"(40.858249408, -73.902348526)"
181742718,12/29/2016,22:00:00,,,01/12/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,,STREET,,,1009562,254560,40.865354981,-73.908487926,"(40.865354981, -73.908487926)"
278692084,12/29/2016,07:00:00,12/29/2016,07:15:00,01/12/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1004960,234094,40.809193751,-73.925189274,"(40.809193751, -73.925189274)"
925442882,12/29/2016,06:50:00,12/29/2016,07:00:00,01/12/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1004960,234094,40.809193751,-73.925189274,"(40.809193751, -73.925189274)"
792430970,12/29/2016,05:55:00,12/29/2016,06:50:00,01/12/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,MITCHEL,1005530,233943,40.808777943,-73.923130702,"(40.808777943, -73.923130702)"
839064761,12/29/2016,19:20:00,12/29/2016,19:50:00,01/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1022040,240165,40.825800379,-73.86345589,"(40.825800379, -73.86345589)"
900122465,12/29/2016,16:00:00,12/29/2016,17:00:00,01/09/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1009507,248110,40.847651823,-73.908711075,"(40.847651823, -73.908711075)"
848571060,12/29/2016,19:00:00,01/08/2017,12:00:00,01/08/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,FOREST,1011100,239163,40.823090204,-73.90298906,"(40.823090204, -73.90298906)"
509925218,12/29/2016,15:00:00,12/29/2016,16:00:00,01/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007008,244834,40.838666958,-73.917754718,"(40.838666958, -73.917754718)"
238726999,12/29/2016,21:51:00,12/29/2016,23:00:00,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,256,"MISCHIEF, CRIMINAL 4, BY FIRE",COMPLETED,MISDEMEANOR,OTHER,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1013475,248306,40.848177544,-73.894368063,"(40.848177544, -73.894368063)"
898035130,12/29/2016,12:00:00,12/30/2016,12:00:00,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,FRONT OF,RESIDENCE - APT. HOUSE,,,1011470,259560,40.879072764,-73.901569396,"(40.879072764, -73.901569396)"
818474139,12/29/2016,20:49:00,12/29/2016,21:00:00,01/02/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032930,239207,40.823117641,-73.824114397,"(40.823117641, -73.824114397)"
967138476,12/29/2016,12:00:00,01/02/2017,13:00:00,01/02/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,47,INSIDE,RESIDENCE-HOUSE,,,1023077,264473,40.892513966,-73.859568127,"(40.892513966, -73.859568127)"
431962704,12/29/2016,09:45:00,,,01/02/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,1007753,235353,40.812642367,-73.915095523,"(40.812642367, -73.915095523)"
743895026,12/29/2016,10:20:00,12/29/2016,18:00:00,01/01/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,ATTEMPTED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,COMMERCIAL BUILDING,,,1020591,239446,40.823833011,-73.868695407,"(40.823833011, -73.868695407)"
188798578,12/30/2016,08:37:00,,,01/24/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1032483,246397,40.842854539,-73.825677764,"(40.842854539, -73.825677764)"
198659502,12/30/2016,15:06:00,,,01/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1009041,247401,40.845707148,-73.910398033,"(40.845707148, -73.910398033)"
979123582,12/30/2016,08:27:00,,,01/10/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1032711,244939,40.838851513,-73.824864264,"(40.838851513, -73.824864264)"
854737824,12/30/2016,18:00:00,12/30/2016,19:00:00,01/09/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1016398,256004,40.869296071,-73.883766008,"(40.869296071, -73.883766008)"
512915322,12/30/2016,13:18:00,12/30/2016,13:30:00,01/06/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,45,,STREET,,,1032349,240471,40.826590139,-73.826204558,"(40.826590139, -73.826204558)"
865281877,12/30/2016,18:00:00,,,01/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1005064,243644,40.835405549,-73.924783966,"(40.835405549, -73.924783966)"
820567560,12/30/2016,17:30:00,12/30/2016,17:40:00,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,,,1013612,260980,40.882963355,-73.89381735,"(40.882963355, -73.89381735)"
560955278,12/30/2016,08:01:00,,,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,HIGHWAY/PARKWAY,,,1032091,241976,40.830722328,-73.827126059,"(40.830722328, -73.827126059)"
242390470,12/30/2016,07:57:00,,,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,,HIGHWAY/PARKWAY,,,1028967,245600,40.840685514,-73.838390573,"(40.840685514, -73.838390573)"
830351733,12/30/2016,20:00:00,01/02/2017,07:30:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,,STREET,,,1014736,236773,40.816518531,-73.889862609,"(40.816518531, -73.889862609)"
237207628,12/30/2016,01:30:00,12/30/2016,02:30:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,256,"MISCHIEF, CRIMINAL 4, BY FIRE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,,,1012432,248738,40.849366646,-73.898136153,"(40.849366646, -73.898136153)"
403421924,12/30/2016,17:00:00,01/01/2017,18:15:00,01/01/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1012120,252873,40.860716972,-73.899246702,"(40.860716972, -73.899246702)"
694351942,12/30/2016,07:00:00,01/01/2017,07:00:00,01/01/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,INSIDE,RESIDENCE - APT. HOUSE,,,1032380,259229,40.878075016,-73.825957883,"(40.878075016, -73.825957883)"
567059234,12/31/2016,13:29:00,01/20/2017,17:20:00,01/20/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,41,INSIDE,RESIDENCE - APT. HOUSE,,,1012227,238944,40.822485613,-73.898917985,"(40.822485613, -73.898917985)"
884806316,12/31/2016,10:00:00,12/31/2016,12:00:00,01/20/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,FRANKLIN AVENUE I CONVENTIONAL,1011587,242656,40.832675994,-73.901215237,"(40.832675994, -73.901215237)"
751053822,12/31/2016,19:00:00,,,01/19/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,FRONT OF,RESIDENCE - APT. HOUSE,,,1018182,239891,40.82506399,-73.877397261,"(40.82506399, -73.877397261)"
444827540,12/31/2016,18:00:00,,,01/19/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,FRONT OF,RESIDENCE - APT. HOUSE,,,1018182,239891,40.82506399,-73.877397261,"(40.82506399, -73.877397261)"
112658195,12/31/2016,21:00:00,01/09/2017,22:00:00,01/10/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1009562,253183,40.861575533,-73.908493126,"(40.861575533, -73.908493126)"
977585983,12/31/2016,23:45:00,,,01/06/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,INSIDE,RESIDENCE - APT. HOUSE,,,1020075,255282,40.867300246,-73.870475195,"(40.867300246, -73.870475195)"
246945602,12/31/2016,13:50:00,12/31/2016,14:00:00,01/06/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,52,FRONT OF,RESIDENCE - APT. HOUSE,,,1016402,258131,40.875134015,-73.883741339,"(40.875134015, -73.883741339)"
338899710,12/31/2016,17:00:00,12/31/2016,18:00:00,01/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,,,1012531,251809,40.857795307,-73.897765359,"(40.857795307, -73.897765359)"
323138301,12/31/2016,22:00:00,01/02/2017,19:00:00,01/02/2017,121,CRIMINAL MISCHIEF & RELATED OF,269,"MISCHIEF,CRIMINAL,    UNCL 2ND",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,,,1011430,253871,40.863458331,-73.901737119,"(40.863458331, -73.901737119)"
779869397,12/31/2016,22:00:00,,,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1005871,242674,40.832741241,-73.921870763,"(40.832741241, -73.921870763)"
990755762,12/31/2016,19:00:00,01/02/2017,11:00:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1005357,247708,40.846559347,-73.923712335,"(40.846559347, -73.923712335)"
867906413,12/31/2016,19:00:00,01/02/2017,13:00:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,STREET,,,1013095,257541,40.873526075,-73.895701823,"(40.873526075, -73.895701823)"
990492734,12/31/2016,18:00:00,01/02/2017,12:45:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,52,FRONT OF,STREET,,,1013095,257541,40.873526075,-73.895701823,"(40.873526075, -73.895701823)"
327976390,12/31/2016,15:00:00,01/02/2017,08:45:00,01/02/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,OPPOSITE OF,STREET,,,1010208,240350,40.826350847,-73.906207373,"(40.826350847, -73.906207373)"
708504551,12/31/2016,10:30:00,12/31/2016,10:40:00,01/02/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,42,FRONT OF,RESIDENCE - PUBLIC HOUSING,,FRANKLIN AVENUE I CONVENTIONAL,1011587,242656,40.832675994,-73.901215237,"(40.832675994, -73.901215237)"
684133566,12/31/2016,23:40:00,,,01/01/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE - APT. HOUSE,,,1020694,242434,40.832033785,-73.868307022,"(40.832033785, -73.868307022)"
532602857,12/31/2016,22:30:00,12/31/2016,22:45:00,01/01/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,40,INSIDE,RESIDENCE - APT. HOUSE,,,1007164,239140,40.823038163,-73.917210387,"(40.823038163, -73.917210387)"
167802633,12/31/2016,21:30:00,01/01/2017,09:30:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,FRONT OF,STREET,,,1005303,248396,40.848447832,-73.923905353,"(40.848447832, -73.923905353)"
278110572,12/31/2016,21:00:00,12/31/2016,22:00:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,49,FRONT OF,RESIDENCE - APT. HOUSE,,,1025682,246375,40.842828683,-73.850258019,"(40.842828683, -73.850258019)"
634632161,12/31/2016,20:00:00,01/01/2017,02:00:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,FRONT OF,STREET,,,1024058,238894,40.822302984,-73.856171859,"(40.822302984, -73.856171859)"
312786672,12/31/2016,20:00:00,01/01/2017,15:00:00,01/01/2017,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,FRONT OF,STREET,,,1005170,235308,40.812525348,-73.924426892,"(40.812525348, -73.924426892)"
437994074,12/31/2016,19:30:00,01/01/2017,07:30:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1007369,244370,40.837392476,-73.916451675,"(40.837392476, -73.916451675)"
833298940,12/31/2016,19:00:00,01/01/2017,15:00:00,01/01/2017,121,CRIMINAL MISCHIEF & RELATED OF,267,"MISCHIEF, CRIMINAL 3 & 2, OF M",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,FRONT OF,STREET,,,1011514,269372,40.906003447,-73.901370336,"(40.906003447, -73.901370336)"
158991288,12/31/2016,17:40:00,01/01/2017,16:00:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,45,FRONT OF,RESIDENCE-HOUSE,,,1025478,245686,40.840938537,-73.85099955,"(40.840938537, -73.85099955)"
564087437,12/31/2016,17:00:00,01/01/2017,11:30:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,FRONT OF,STREET,,,1007715,241546,40.829640499,-73.915211145,"(40.829640499, -73.915211145)"
322118603,12/31/2016,16:00:00,01/01/2017,15:30:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,,STREET,,,1028537,243495,40.834910075,-73.839958524,"(40.834910075, -73.839958524)"
464481635,12/31/2016,12:00:00,,,01/01/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,1007383,245479,40.840436321,-73.916397256,"(40.840436321, -73.916397256)"
